decision,reason,source_url
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1226/,page:1226
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1227/,page:1227
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1228/,page:1228
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1229/,page:1229
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1230/,page:1230
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1231/,page:1231
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1232/,page:1232
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1233/,page:1233
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1234/,page:1234
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1235/,page:1235
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1236/,page:1236
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1237/,page:1237
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1238/,page:1238
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1239/,page:1239
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1240/,page:1240
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1241/,page:1241
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1242/,page:1242
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1243/,page:1243
listing_error,503 Server Error: Service Unavailable for url: https://yuryoweb.com/company_info/page/1244/,page:1244
